Name,Image URL,Product URL,Price,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,TDP,Manufacturer,Part #,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Specs Number
Intel Core i7-13700,//cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,https://pcpartpicker.com/product/8VqPxr/intel-core-i7-13700-21-ghz-16-core-processor-bx8071513700,$371.99 ,"
16
","
2.1 GHz
","
5.2 GHz
","
1.5 GHz
","
4.1 GHz
","
65 W
","
Intel
",BX8071513700,"
Intel UHD Graphics 770
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
AMD Ryzen 7 2700,//cdna.pcpartpicker.com/static/forever/images/product/fee6d8b626235a58c1cc1577e6760118.256p.jpg,https://pcpartpicker.com/product/WPQG3C/amd-ryzen-7-2700-32ghz-8-core-processor-yd2700bbafbox,$185.00 ,"
8
","
3.2 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
AMD
",YD2700BBAFBOX,"
None
","
64 GB
","
No
","
Yes
",Boxed,"
12 nm
","
Yes
",N/A,20
Intel Core i5-11600K,//cdna.pcpartpicker.com/static/forever/images/product/6881ec4618066263cbe6904e95ae9278.256p.jpg,https://pcpartpicker.com/product/RK3gXL/intel-core-i5-11600k-39-ghz-6-core-processor-bx8070811600k,$179.99 ,"
6
","
3.9 GHz
","
4.9 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070811600K,"
Intel UHD Graphics 750
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-6600K,//cdna.pcpartpicker.com/static/forever/images/product/39c7a343d00445b6e0e5d54d4b7ed561.256p.jpg,https://pcpartpicker.com/product/gx648d/intel-cpu-bx80662i56600k,$130.00 ,"
4
","
3.5 GHz
","
3.9 GHz
",N/A,N/A,"
91 W
","
Intel
",BX80662I56600K,"
Intel HD Graphics 530
",N/A,"
No
","
No
",Boxed,"
14 nm
","
No
",N/A,19
Intel Core i7-10700,//cdna.pcpartpicker.com/static/forever/images/product/6e4a9298687049841d3cb15170acc4cc.256p.jpg,https://pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700,$233.64 ,"
8
","
2.9 GHz
","
4.8 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110700,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i3-10100,//cdna.pcpartpicker.com/static/forever/images/product/b9e5be26e6c5e8bbfccccf521c16fde2.256p.jpg,https://pcpartpicker.com/product/qtqBD3/intel-core-i3-10100-36-ghz-quad-core-processor-bx8070110100,$93.74 ,"
4
","
3.6 GHz
","
4.3 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110100,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
AMD Ryzen 5 1600 (12nm),//cdna.pcpartpicker.com/static/forever/images/product/2447958ccca245b5827bf05929f870e6.256p.jpg,https://pcpartpicker.com/product/8HqBD3/amd-ryzen-5-1600-12nm-32-ghz-6-core-processor-yd1600bbafbox,$120.00 ,"
6
","
3.2 GHz
","
3.6 GHz
",N/A,N/A,"
65 W
","
AMD
",YD1600BBAFBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
12 nm
","
Yes
",N/A,19
Intel Core i5-12500,//cdna.pcpartpicker.com/static/forever/images/product/a2eebdda7c48c480719d4cb491f660dc.256p.jpg,https://pcpartpicker.com/product/hvC48d/intel-core-i5-12500-3-ghz-6-core-processor-bx8071512500,$195.98 ,"
6
","
3 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8071512500,"
Intel UHD Graphics 770
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
Intel Core i3-10105F,//cdna.pcpartpicker.com/static/forever/images/product/104690dc90e6297964380eeb9204f524.256p.jpg,https://pcpartpicker.com/product/hYgFf7/intel-core-i3-10105f-37-ghz-quad-core-processor-bx8070110105f,$78.54 ,"
4
","
3.7 GHz
","
4.4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110105F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-8600K,//cdna.pcpartpicker.com/static/forever/images/product/aa134167a714bcf301976f148b735237.256p.jpg,https://pcpartpicker.com/product/Mr2rxr/intel-core-i5-8600k-36ghz-6-core-processor-bx80684i58600k,$180.00 ,"
6
","
3.6 GHz
","
4.3 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I58600K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Xeon E5-2699 V4,/static/forever/img/no-image.png,https://pcpartpicker.com/product/rd98TW/intel-cpu-cm8066002022506,$200.00 ,"
22
","
2.2 GHz
","
3.6 GHz
",N/A,N/A,"
145 W
","
Intel
",CM8066002022506,"
None
","
1536 GB
","
Yes
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD Ryzen 3 2200G,//cdna.pcpartpicker.com/static/forever/images/product/ad2e56d88c77de3053dcc5dada363f58.256p.jpg,https://pcpartpicker.com/product/RkJtt6/amd-ryzen-3-2200g-35ghz-quad-core-processor-yd2200c5fbbox,$130.00 ,"
4
","
3.5 GHz
","
3.7 GHz
",N/A,N/A,"
65 W
","
AMD
",YD2200C5FBBOX,"
Radeon Vega 8
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD Ryzen 9 3950X,//cdna.pcpartpicker.com/static/forever/images/product/5b4809210442c8dc43c9f1f5c14370ea.256p.jpg,https://pcpartpicker.com/product/zsxbt6/amd-ryzen-9-3950x-35-ghz-16-core-oemtray-processor-100-000000051,"$2,147.03 ","
16
","
3.5 GHz
","
4.7 GHz
",N/A,N/A,"
105 W
","
AMD
",100-000000051,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,20
Intel Core i5-7500,//cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,https://pcpartpicker.com/product/QbGj4D/intel-core-i5-7500-34ghz-quad-core-processor-bx80677i57500,$89.00 ,"
4
","
3.4 GHz
","
3.8 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80677I57500,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-10900KF,//cdna.pcpartpicker.com/static/forever/images/product/02b522d67f1855b6e2916d800eb38bcf.256p.jpg,https://pcpartpicker.com/product/CT3mP6/intel-core-i9-10900kf-37-ghz-10-core-processor-bx8070110900kf,$260.00 ,"
10
","
3.7 GHz
","
5.3 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110900KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-9700,//cdna.pcpartpicker.com/static/forever/images/product/078cc8a672758e9b2e5314d9ab1f9244.256p.jpg,https://pcpartpicker.com/product/L6vbt6/intel-core-i7-9700-3-ghz-8-core-processor-bx80684i79700,$250.26 ,"
8
","
3 GHz
","
4.7 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I79700,"
Intel HD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Celeron G5900,//cdna.pcpartpicker.com/static/forever/images/product/6be6a2a6df1721fef27435a91c501521.256p.jpg,https://pcpartpicker.com/product/37gQzy/intel-celeron-g5900-34-ghz-dual-core-processor-bx80701g5900,$39.99 ,"
2
","
3.4 GHz
",N/A,N/A,N/A,"
58 W
","
Intel
",BX80701G5900,"
Intel UHD Graphics 610
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i9-14900,//cdna.pcpartpicker.com/static/forever/images/product/6bef271d59cd2a9b4f13fe95c18e2892.256p.jpg,https://pcpartpicker.com/product/3c7scf/intel-core-i9-14900-2-ghz-24-core-processor-bx8071514900,$554.99 ,"
24
","
2 GHz
","
5.8 GHz
","
1.5 GHz
","
4.3 GHz
","
65 W
","
Intel
",BX8071514900,"
Intel UHD Graphics 770
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i7-4790,//cdna.pcpartpicker.com/static/forever/images/product/87e7981e09217ef72534460e0cf767b8.256p.jpg,https://pcpartpicker.com/product/94MTwP/intel-core-i7-4790-36-ghz-quad-core-oemtray-processor-cm8064601560113,$139.94 ,"
4
","
3.6 GHz
","
4 GHz
",N/A,N/A,"
84 W
","
Intel
",CM8064601560113,"
Intel HD Graphics 4600
",N/A,"
No
","
No
",OEM/Tray,"
22 nm
","
No
",N/A,19
Intel Core i7-6950X,https://m.media-amazon.com/images/I/511IqL3RMBL.jpg,https://pcpartpicker.com/product/GsL7YJ/intel-cpu-cm8067102055800,$805.48 ,"
10
","
3 GHz
","
3.5 GHz
",N/A,N/A,"
140 W
","
Intel
",CM8067102055800,"
None
",N/A,"
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,19
AMD Ryzen 7 5700,/static/forever/img/no-image.png,https://pcpartpicker.com/product/9NFmP6/amd-ryzen-7-5700-37-ghz-8-core-processor-100-000000743box,,"
8
","
3.7 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000743BOX,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
AMD Ryzen 5 5600X3D,/static/forever/img/no-image.png,https://pcpartpicker.com/product/vqhv6h/amd-ryzen-5-5600x3d-33-ghz-6-core-processor-100-100001176wo,,"
6
","
3.3 GHz
","
4.4 GHz
",N/A,N/A,"
105 W
","
AMD
",N/A,"
None
","
128 GB
","
No
","
No
",Boxed,"
7 nm
","
No
",N/A,20
Intel Core i9-9900KF,//cdna.pcpartpicker.com/static/forever/images/product/cd59447c1091b738d94fc8ea7b0629c6.256p.jpg,https://pcpartpicker.com/product/G7KcCJ/intel-core-i9-9900kf-36-ghz-8-core-processor-bx80684i99900kf,$295.00 ,"
8
","
3.6 GHz
","
5 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I99900KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-7400,//cdna.pcpartpicker.com/static/forever/images/product/0c2441d24af10b2aff285308b4e32d03.256p.jpg,https://pcpartpicker.com/product/qnM323/intel-core-i5-7400-30ghz-quad-core-processor-bx80677i57400,$95.00 ,"
4
","
3 GHz
","
3.5 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80677I57400,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-3470,https://m.media-amazon.com/images/I/51ywEF+YaiL.jpg,https://pcpartpicker.com/product/PBCwrH/intel-cpu-bx80637i53470,$59.00 ,"
4
","
3.2 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",BX80637i53470,"
Intel HD Graphics 2500
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
AMD Ryzen 5 3500X,//cdna.pcpartpicker.com/static/forever/images/product/7f766d0fb14c24f0cd101da14ec6d0a0.256p.jpg,https://pcpartpicker.com/product/T9CFf7/amd-ryzen-5-3500x-36-ghz-6-core-processor-100-000000158,,"
6
","
3.6 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000158,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
Intel Celeron G6900,//cdna.pcpartpicker.com/static/forever/images/product/9741c4e0d5347f8b94409b0414f416db.256p.jpg,https://pcpartpicker.com/product/QKbTwP/intel-celeron-g6900-34-ghz-dual-core-processor-bx80715g6900,$74.79 ,"
2
","
3.4 GHz
",N/A,N/A,N/A,"
46 W
","
Intel
",BX80715G6900,"
Intel UHD Graphics 710
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,19
Intel Core i7-10700KF,//cdna.pcpartpicker.com/static/forever/images/product/30a49f42fca8cbf7e1627bf13d37a6e7.256p.jpg,https://pcpartpicker.com/product/sT3mP6/intel-core-i7-10700kf-38-ghz-8-core-processor-bx8070110700kf,$240.00 ,"
8
","
3.8 GHz
","
5.1 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070110700KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 7 1700,//cdna.pcpartpicker.com/static/forever/images/product/d57406e2534cf5ae6cb9141e656374f4.256p.jpg,https://pcpartpicker.com/product/3kPzK8/amd-ryzen-7-1700-30ghz-8-core-processor-yd1700bbaebox,$195.00 ,"
8
","
3 GHz
","
3.7 GHz
",N/A,N/A,"
65 W
","
AMD
",YD1700BBAEBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD Ryzen 5 2400G,//cdna.pcpartpicker.com/static/forever/images/product/320f71912f65606aa2075161dc798c3d.256p.jpg,https://pcpartpicker.com/product/FGPKHx/amd-ryzen-5-2400g-36ghz-quad-core-processor-yd2400c5fbbox,$135.00 ,"
4
","
3.6 GHz
","
3.9 GHz
",N/A,N/A,"
65 W
","
AMD
",YD2400C5FBBOX,"
Radeon Vega 11
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i7-11700,//cdna.pcpartpicker.com/static/forever/images/product/8d5a39d0af57bddb57731195a8c1d58c.256p.jpg,https://pcpartpicker.com/product/7RTp99/intel-core-i7-11700-25-ghz-8-core-processor-bx8070811700,$220.47 ,"
8
","
2.5 GHz
","
4.9 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811700,"
Intel UHD Graphics 750
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i7-4770K,//cdna.pcpartpicker.com/static/forever/images/product/0817a8a69b3fa53b911056cd5c01262e.256p.jpg,https://pcpartpicker.com/product/yT2kcf/intel-cpu-bx80646i74770k,$135.00 ,"
4
","
3.5 GHz
","
3.9 GHz
",N/A,N/A,"
84 W
","
Intel
",BX80646I74770K,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Core i5-4590,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,https://pcpartpicker.com/product/7bNp99/intel-cpu-bx80646i54590,,"
4
","
3.3 GHz
","
3.7 GHz
",N/A,N/A,"
84 W
","
Intel
",BX80646I54590,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Core i3-8100,//cdna.pcpartpicker.com/static/forever/images/product/907d3d6fa5bcbf87be2045d806ccadd7.256p.jpg,https://pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,$110.00 ,"
4
","
3.6 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80684I38100,"
Intel UHD Graphics 630
","
64 GB
","
Yes
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i7-3770K,https://m.media-amazon.com/images/I/51YOxrhsT8L.jpg,https://pcpartpicker.com/product/7KjG3C/intel-cpu-bx80637i73770k,$175.00 ,"
4
","
3.5 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",BX80637I73770K,"
Intel HD Graphics 4000
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i7-9700F,//cdna.pcpartpicker.com/static/forever/images/product/7fd1b17d82ba2d66a75dd8911b3a3d1b.256p.jpg,https://pcpartpicker.com/product/W4848d/intel-core-i7-9700f-3-ghz-8-core-processor-bx80684i79700f,$295.00 ,"
8
","
3 GHz
","
4.7 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I79700F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i3-9100F,//cdna.pcpartpicker.com/static/forever/images/product/0d74fb44f832ad674549787311aafa0f.256p.jpg,https://pcpartpicker.com/product/YTbwrH/intel-core-i3-9100f-36-ghz-quad-core-processor-bx80684i39100f,$129.94 ,"
4
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684i39100F,"
None
","
64 GB
","
Yes
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-7600K,//cdna.pcpartpicker.com/static/forever/images/product/02dbd0bb7cefb31a308b7f7ce6bf392e.256p.jpg,https://pcpartpicker.com/product/dQM323/intel-core-i5-7600k-38ghz-quad-core-processor-bx80677i57600k,$190.00 ,"
4
","
3.8 GHz
","
4.2 GHz
",N/A,N/A,"
91 W
","
Intel
",BX80677I57600K,"
Intel HD Graphics 630
","
64 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Xeon E5-2630 V2,//cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg,https://pcpartpicker.com/product/Wx4gXL/intel-cpu-bx80635e52630v2,,"
6
","
2.6 GHz
","
3.1 GHz
",N/A,N/A,"
80 W
","
Intel
",BX80635E52630V2,"
None
",N/A,"
Yes
","
No
",Boxed,"
22 nm
","
No
",N/A,19
Intel Core i5-8500,//cdna.pcpartpicker.com/static/forever/images/product/028ee303e2f6aed00ffa4a750f24b033.256p.jpg,https://pcpartpicker.com/product/kFKcCJ/intel-core-i5-8500-3ghz-6-core-processor-bx80684i58500,$171.92 ,"
6
","
3 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I58500,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-14900F,//cdna.pcpartpicker.com/static/forever/images/product/9ad5851cc322799cc6c3352f6a899247.256p.jpg,https://pcpartpicker.com/product/RNjRsY/intel-core-i9-14900f-2-ghz-24-core-processor-bx8071514900f,$529.99 ,"
24
","
2 GHz
","
5.8 GHz
","
1.5 GHz
","
4.3 GHz
","
65 W
","
Intel
",BX8071514900F,"
None
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i5-4690,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,https://pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690,$51.43 ,"
4
","
3.5 GHz
","
3.9 GHz
",N/A,N/A,"
84 W
","
Intel
",BX80646I54690,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
AMD Ryzen 5 1600X,//cdna.pcpartpicker.com/static/forever/images/product/62069eabe77fa79c55158028545484f2.256p.jpg,https://pcpartpicker.com/product/8hwqqs/amd-ryzen-5-1600x-36ghz-6-core-processor-yd160xbcaewof,$125.00 ,"
6
","
3.6 GHz
","
4 GHz
",N/A,N/A,"
95 W
","
AMD
",YD160XBCAEWOF,"
None
",N/A,"
No
","
No
",Boxed,"
14 nm
","
No
",N/A,19
Intel Core i7-11700KF,//cdna.pcpartpicker.com/static/forever/images/product/965ab64fbbbf1a096201650af8b88699.256p.jpg,https://pcpartpicker.com/product/Fgt9TW/intel-core-i7-11700kf-36-ghz-8-core-processor-bx8070811700kf,$246.26 ,"
8
","
3.6 GHz
","
5 GHz
",N/A,N/A,"
125 W
","
Intel
",BX8070811700KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i3-13100,//cdna.pcpartpicker.com/static/forever/images/product/a11139b5e266b9760da436a86b407035.256p.jpg,https://pcpartpicker.com/product/RdjBD3/intel-core-i3-13100-34-ghz-quad-core-processor-bx8071513100,$138.97 ,"
4
","
3.4 GHz
","
4.5 GHz
",N/A,N/A,"
60 W
","
Intel
",BX8071513100,"
Intel UHD Graphics 730
","
192 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
AMD FX-8350,https://m.media-amazon.com/images/I/511KbpvD7fL.jpg,https://pcpartpicker.com/product/ykphP6/amd-cpu-fd8350frhkbox,$219.50 ,"
8
","
4 GHz
",N/A,N/A,N/A,"
125 W
","
AMD
",FD8350FRHKBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i9-9900KS,//cdna.pcpartpicker.com/static/forever/images/product/127d608f7abf20424afc8464bc416cfa.256p.jpg,https://pcpartpicker.com/product/9mCFf7/intel-core-i9-9900ks-4-ghz-8-core-processor-bx80684i99900ks,"$1,989.00 ","
8
","
4 GHz
","
5 GHz
",N/A,N/A,"
127 W
","
Intel
",BX80684I99900KS,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-13900,//cdna.pcpartpicker.com/static/forever/images/product/6677778b05f29fbfd12dd49c16f2069f.256p.jpg,https://pcpartpicker.com/product/kNkWGX/intel-core-i9-13900-2-ghz-24-core-processor-bx8071513900,$495.00 ,"
24
","
2 GHz
","
5.6 GHz
","
2.2 GHz
","
4.2 GHz
","
65 W
","
Intel
",BX8071513900,"
Intel UHD Graphics 770
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
AMD Ryzen 5 3600,//cdna.pcpartpicker.com/static/forever/images/product/1c98c8fccc44a3696129e74df5243312.256p.jpg,https://pcpartpicker.com/product/Rnm323/amd-ryzen-5-3600-36-thz-6-core-oemtray-processor-100-000000031,,"
6
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000031,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,20
Intel Xeon E5-2680 V4,//cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,https://pcpartpicker.com/product/zqmxFT/intel-cpu-bx80660e52680v4,"$1,975.00 ","
14
","
2.4 GHz
","
3.3 GHz
",N/A,N/A,"
120 W
","
Intel
",BX80660E52680V4,"
None
","
1536 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i3-4130,//cdna.pcpartpicker.com/static/forever/images/product/42a54c308242991186f4f6a3fde7603d.256p.jpg,https://pcpartpicker.com/product/KDGkcf/intel-cpu-bx80646i34130,$41.13 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD Athlon 3000G (14nm),//cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.256p.jpg,https://pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD Ryzen 7 3700X,//cdna.pcpartpicker.com/static/forever/images/product/e729f016407018e8894b7db7eac671e8.256p.jpg,https://pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Intel Core i5-4460,https://m.media-amazon.com/images/I/51m7EsJG9-L.jpg,https://pcpartpicker.com/product/F63RsY/intel-cpu-bx80646i54460,$68.56 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD Ryzen 3 3300X,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,https://pcpartpicker.com/product/NvCFf7/amd-ryzen-3-3300x-38-ghz-quad-core-processor-100-100000159box,$150.00 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Intel Core i3-10105,//cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,https://pcpartpicker.com/product/Xht9TW/intel-core-i3-10105-37-ghz-quad-core-processor-bx8070110105,$89.95 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Intel Core i5-11600KF,//cdna.pcpartpicker.com/static/forever/images/product/f9223631f303e54d9bd4aa9967c1f287.256p.jpg,https://pcpartpicker.com/product/K3Z9TW/intel-core-i5-11600kf-39-ghz-6-core-processor-bx8070811600kf,$166.14 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD Ryzen 3 1200 (14nm),//cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,https://pcpartpicker.com/product/TX4NnQ/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd1200bbaebox,$105.00 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD Ryzen 7 1700X,//cdna.pcpartpicker.com/static/forever/images/product/590d9c982550da4f2f69490c5f9c0902.256p.jpg,https://pcpartpicker.com/product/9Q98TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaewof,$225.00 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Intel Core i5-9400,//cdna.pcpartpicker.com/static/forever/images/product/64bf363daabaca441f6b8f07b54005cc.256p.jpg,https://pcpartpicker.com/product/V4RzK8/intel-core-i5-9400-29-ghz-6-core-processor-bx80684i59400,$160.91 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Intel Core i5-4570,//cdna.pcpartpicker.com/static/forever/images/product/bbcff392a5e86c2d5268cdd237f70e51.256p.jpg,https://pcpartpicker.com/product/wXK7YJ/intel-cpu-bx80646i54570,$104.54 ,"
4
","
3.2 GHz
",N/A,N/A,N/A,"
84 W
","
Intel
",BX80646I54570,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
AMD Ryzen 5 3600XT,//cdna.pcpartpicker.com/static/forever/images/product/16ddfc2028922cd20cffaa6976165f84.256p.jpg,https://pcpartpicker.com/product/7sFKHx/amd-ryzen-5-3600xt-38-ghz-6-core-processor-100-100000281box,,"
6
","
3.8 GHz
","
4.5 GHz
",N/A,N/A,"
95 W
","
AMD
",100-100000281BOX,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
AMD FX-6300,//cdna.pcpartpicker.com/static/forever/images/product/d665dacd8ecefc1e5338899c0052dd93.256p.jpg,https://pcpartpicker.com/product/PnxfrH/amd-cpu-fd6300wmhkbox,,"
6
","
3.5 GHz
",N/A,N/A,N/A,"
95 W
","
AMD
",FD6300WMHKBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
