Name,Image URL,Product URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Asus ROG Ryujin III ARGB,//cdna.pcpartpicker.com/static/forever/images/product/398ac27e1b3409e2be6617fb96bf6a30.256p.jpg,https://pcpartpicker.com/product/wqHqqs/asus-rog-ryujin-iii-argb-7007-cfm-liquid-cpu-cooler-90rc00l1-m0uay0,$339.99 ,Asus,N/A,"90RC00L1-M0UAY0, ROG RYUJIN III 360 ARGB, 90RC00L1-M0AAY0",600 - 2200 RPM,36.45 dB,Black,101 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,9
NZXT Kraken 360 RGB,//cdna.pcpartpicker.com/static/forever/images/product/da52d72313deb270a5397a87703991d0.256p.jpg,https://pcpartpicker.com/product/hqmNnQ/nzxt-kraken-360-rgb-7802-cfm-liquid-cpu-cooler-rl-kr360-b1,$219.99 ,NZXT,Kraken 360 RGB,RL-KR360-B1,500 - 1800 RPM,17.9 - 30.6 dB,Black,56 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,10
ARCTIC Liquid Freezer III A-RGB,https://m.media-amazon.com/images/I/31mb7SO1EZL.jpg,https://pcpartpicker.com/product/cdP8TW/arctic-liquid-freezer-iii-a-rgb-4882-cfm-liquid-cpu-cooler-acfre00152a,$142.99 ,ARCTIC,N/A,ACFRE00152A,200 - 2000 RPM,N/A,White,N/A,"AM4, AM5, LGA1700",Yes - 360 mm,No,7
NZXT Kraken 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/038ec9aa1fddbeb6cd45c91348943127.256p.jpg,https://pcpartpicker.com/product/ccbRsY/nzxt-kraken-240-rgb-7802-cfm-liquid-cpu-cooler-rl-kr240-b1,$160.99 ,NZXT,Kraken 240 RGB,RL-KR240-B1,500 - 1800 RPM,17.9 - 30.6 dB,Black,56 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
Corsair iCUE H150i ELITE CAPELLIX XT,//cdna.pcpartpicker.com/static/forever/images/product/b2b9eee9f88a4a8db5a4ddb6cef86927.256p.jpg,https://pcpartpicker.com/product/sccgXL/corsair-icue-h150i-elite-capellix-xt-6557-cfm-liquid-cpu-cooler-cw-9060073-ww,$199.99 ,Corsair,iCUE H150i ELITE CAPELLIX XT,CW-9060073-WW,550 - 2100 RPM,N/A,White,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright Assassin King SE ARGB,https://m.media-amazon.com/images/I/41oLozsjh1L.jpg,https://pcpartpicker.com/product/7TddnQ/thermalright-assassin-king-se-argb-6617-cfm-cpu-cooler-ak120-se-white-argb-d6-2,$20.09 ,Thermalright,N/A,"AK120 SE WHITE ARGB-D6-2, TL-AK120 SE White",1550 RPM,25.6 dB,White,148 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Peerless Assassin 120 SE ARGB,//cdna.pcpartpicker.com/static/forever/images/product/1e057960fccae4328fbdc13bb45bf42c.256p.jpg,https://pcpartpicker.com/product/zyNxFT/thermalright-peerless-assassin-120-se-argb-6617-cfm-cpu-cooler-pa-120-se-argb,,Thermalright,Peerless Assassin 120 SE ARGB,"PA 120 SE ARGB, PA120 SE ARGB 1700, PA120 SE ARGB D6-CAD, 419041",1550 RPM,25.6 dB,Black,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Deepcool AK620,//cdna.pcpartpicker.com/static/forever/images/product/e44f6e1cec0c46a71a7ece181322671f.256p.jpg,https://pcpartpicker.com/product/gvGbt6/deepcool-ak620-6899-cfm-cpu-cooler-ak620-wh,$54.99 ,Deepcool,N/A,"AK620 WH, R-AK620-WHNNMT-G-1",500 - 1850 RPM,28 dB,White,160 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Noctua NH-L9i-17xx chromax.black,https://m.media-amazon.com/images/I/41C6DIgbv3L.jpg,https://pcpartpicker.com/product/nJqPxr/noctua-nh-l9i-17xx-chromaxblack-3384-cfm-cpu-cooler-nh-l9i-17xx-chromaxblack,$54.95 ,Noctua,N/A,"NH-L9i-17xx chromax.black, NH-L9i-17xx ch.bk",600 - 2500 RPM,14.8 - 23.6 dB,Black,37 mm,LGA1700,No,No,9
Thermalright Frozen Notte ARGB,https://m.media-amazon.com/images/I/41wSywn6EZL.jpg,https://pcpartpicker.com/product/ccFmP6/thermalright-frozen-notte-argb-7237-cfm-liquid-cpu-cooler-frozen-notte-240-white-argb,$50.90 ,Thermalright,N/A,Frozen Notte 240 WHITE ARGB,2000 RPM,27.7 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Lian Li Galahad II LCD SL-INF,//cdna.pcpartpicker.com/static/forever/images/product/7e5f1ff46cd314f69c520bbbc8470f10.256p.jpg,https://pcpartpicker.com/product/LKGhP6/lian-li-galahad-ii-lcd-sl-inf-799-cfm-liquid-cpu-cooler-ga2alcd36inb,$249.99 ,Lian Li,N/A,GA2ALCD36INB,N/A,29 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,7
Deepcool AK400 ZERO DARK,//cdna.pcpartpicker.com/static/forever/images/product/0969db68c5d36df3d025d4b88993d681.256p.jpg,https://pcpartpicker.com/product/RXjBD3/deepcool-ak400-zero-dark-6647-cfm-cpu-cooler-r-ak400-bknnmn-g-2,$39.98 ,Deepcool,AK400 ZERO DARK,"R-AK400-BKNNMN-G-2, AK400 ZERO DARK",500 - 1850 RPM,29 dB,Black,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Noctua NH-L9a-AM4,//cdna.pcpartpicker.com/static/forever/images/product/c83b5fd9fdf5b659ec8feba8e1c60568.256p.jpg,https://pcpartpicker.com/product/DZfhP6/noctua-nh-l9a-am4-3384-cfm-cpu-cooler-nh-l9a-am4,$44.95 ,Noctua,N/A,NH-L9a-AM4,600 - 2500 RPM,14.8 - 23.6 dB,Brown,37 mm,"AM4, AM5",No,No,9
Lian Li Galahad II LCD SL-INF,//cdna.pcpartpicker.com/static/forever/images/product/e5e96aa397fa331b3b7853db14d451d3.256p.jpg,https://pcpartpicker.com/product/G6mNnQ/lian-li-galahad-ii-lcd-sl-inf-799-cfm-liquid-cpu-cooler-ga2alcd36inw,$301.49 ,Lian Li,N/A,GA2ALCD36INW,N/A,29 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,7
Cooler Master Hyper 212 RGB Black Edition,//cdna.pcpartpicker.com/static/forever/images/product/b40d38a6383f462adfcec85b193216b1.256p.jpg,https://pcpartpicker.com/product/WHH7YJ/cooler-master-hyper-212-rgb-black-edition-59-cfm-cpu-cooler-rr-212s-20pc-r2,$56.99 ,Cooler Master,Hyper 212 RGB Black Edition,RR-212S-20PC-R2,650 - 2000 RPM,8 - 30 dB,N/A,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Deepcool AK620,//cdna.pcpartpicker.com/static/forever/images/product/05c27ddf4caf6b0d585bc03e41b8e7ee.256p.jpg,https://pcpartpicker.com/product/9T92FT/deepcool-ak620-6899-cfm-cpu-cooler-r-ak620-bknnmt-g,$54.99 ,Deepcool,AK620,R-AK620-BKNNMT-G,500 - 1850 RPM,28 dB,Black / Silver,160 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
be quiet! Dark Rock 4,//cdna.pcpartpicker.com/static/forever/images/product/aba40716670bdd4a88508ee83621b33a.256p.jpg,https://pcpartpicker.com/product/FRYLrH/be-quiet-dark-rock-4-cpu-cooler-bk021,$109.67 ,be quiet!,Dark Rock 4,BK021,1400 RPM,N/A,Black,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Deepcool LT720 WH,//cdna.pcpartpicker.com/static/forever/images/product/861b8df9d997376de670ad86c23143bb.256p.jpg,https://pcpartpicker.com/product/hhqrxr/deepcool-lt720-wh-8585-cfm-liquid-cpu-cooler-r-lt720-whamnf-g-1,$109.99 ,Deepcool,LT720 WH,"R-LT720-WHAMNF-G-1, LT720 WH",500 - 2250 RPM,32.9 dB,White,68 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
ARCTIC Freezer 36,https://m.media-amazon.com/images/I/41zWN0XQfeL.jpg,https://pcpartpicker.com/product/N6bRsY/arctic-freezer-36-cpu-cooler-acfre00123a,$28.48 ,ARCTIC,N/A,ACFRE00123A,200 - 1800 RPM,N/A,Black,159 mm,"AM4, AM5, LGA1700",No,No,8
Lian Li Galahad II Trinity,//cdna.pcpartpicker.com/static/forever/images/product/a71129f791c9f3327ba095a6a88f0a48.256p.jpg,https://pcpartpicker.com/product/JLwmP6/lian-li-galahad-ii-trinity-891-cfm-liquid-cpu-cooler-ga2t36w,$119.00 ,Lian Li,N/A,"GA2T36W, G89.GA2T36W.00",2450 RPM,35.4 dB,White,69 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,9
be quiet! Pure Rock Slim 2,//cdna.pcpartpicker.com/static/forever/images/product/98bb44b33e99e3c03b12d76609433d62.256p.jpg,https://pcpartpicker.com/product/JcqPxr/be-quiet-pure-rock-slim-2-cpu-cooler-bk030,$24.90 ,be quiet!,Pure Rock Slim 2,BK030,N/A,13.1 - 25.4 dB,Black / Silver,135 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Deepcool LT520,https://m.media-amazon.com/images/I/31KQLrPSUHL.jpg,https://pcpartpicker.com/product/WhWzK8/deepcool-lt520-8585-cfm-liquid-cpu-cooler-r-lt520-bkamnf-g-1,$89.99 ,Deepcool,LT520,"R-LT520-BKAMNF-G-1, LT520, LT520-AMAZON",500 - 2250 RPM,32.9 dB,Black / Gray,68 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Deepcool AK500 ZERO DARK,//cdna.pcpartpicker.com/static/forever/images/product/63ca6be3a442b69d6033ca3a31231a21.256p.jpg,https://pcpartpicker.com/product/tWYmP6/deepcool-ak500-zero-dark-6899-cfm-cpu-cooler-r-ak500-bknnmt-g-1,$45.98 ,Deepcool,AK500 ZERO DARK,"R-AK500-BKNNMT-G-1, AK500 ZERO DARK",500 - 1850 RPM,25.9 - 31.5 dB,Black,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Noctua NH-L12S,//cdna.pcpartpicker.com/static/forever/images/product/3ef69f2637de8bfe3600a2298437ff83.256p.jpg,https://pcpartpicker.com/product/hbnG3C/noctua-nh-l12s-5544-cfm-cpu-cooler-nh-l12s,$64.90 ,Noctua,N/A,NH-L12S,450 - 1850 RPM,16.8 - 23.9 dB,N/A,70 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
ARCTIC Liquid Freezer III,https://m.media-amazon.com/images/I/31Jae6wYVGL.jpg,https://pcpartpicker.com/product/hR9wrH/arctic-liquid-freezer-iii-728-cfm-liquid-cpu-cooler-acfre00135a,$111.99 ,ARCTIC,N/A,ACFRE00135A,200 - 1700 RPM,N/A,Black,N/A,"AM4, AM5, LGA1700",Yes - 280 mm,No,7
Cooler Master Hyper 212 Spectrum V3,https://m.media-amazon.com/images/I/41-sivENNEL.jpg,https://pcpartpicker.com/product/jgbRsY/cooler-master-hyper-212-spectrum-v3-7193-cfm-cpu-cooler-rr-s4na-17pa-r1,$25.98 ,Cooler Master,Hyper 212 Spectrum V3,RR-S4NA-17PA-R1,650 - 1750 RPM,27.2 dB,Black / Silver,152 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Corsair iCUE H100i ELITE CAPELLIX XT,//cdna.pcpartpicker.com/static/forever/images/product/8de314f804023029ef40cf2f02b00a2d.256p.jpg,https://pcpartpicker.com/product/bjXV3C/corsair-icue-h100i-elite-capellix-xt-6557-cfm-liquid-cpu-cooler-cw-9060068-ww,$154.99 ,Corsair,iCUE H100i ELITE CAPELLIX XT,CW-9060068-WW,550 - 2100 RPM,5 - 34.1 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Corsair iCUE H150i ELITE LCD XT,//cdna.pcpartpicker.com/static/forever/images/product/d2a5cdb7e929d90e63cba524e6f668ad.256p.jpg,https://pcpartpicker.com/product/6XLdnQ/corsair-icue-h150i-elite-lcd-xt-6557-cfm-liquid-cpu-cooler-cw-9060077-ww,$299.99 ,Corsair,iCUE H150i ELITE LCD XT,CW-9060077-WW,550 - 2100 RPM,5 - 31.1 dB,White / Gray,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ARCTIC Liquid Freezer III,https://m.media-amazon.com/images/I/31otd2s0HiL.jpg,https://pcpartpicker.com/product/Hk3NnQ/arctic-liquid-freezer-iii-728-cfm-liquid-cpu-cooler-acfre00137a,$127.99 ,ARCTIC,N/A,ACFRE00137A,200 - 1700 RPM,N/A,Black,N/A,"AM4, AM5, LGA1700",Yes - 420 mm,No,7
ARCTIC Liquid Freezer II 280,//cdna.pcpartpicker.com/static/forever/images/product/d4be1665d9e39cda9ce38d3cac4abfe6.256p.jpg,https://pcpartpicker.com/product/smDkcf/arctic-liquid-freezer-ii-280-728-cfm-liquid-cpu-cooler-acfre00066a,$95.00 ,ARCTIC,Liquid Freezer II 280,"ACFRE00066A, ACFRE00066B",200 - 1700 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
NZXT T120 RGB,//cdna.pcpartpicker.com/static/forever/images/product/13fac04803ed3f5c12e1ee5d5734688a.256p.jpg,https://pcpartpicker.com/product/MXTp99/nzxt-t120-rgb-5018-cfm-cpu-cooler-rc-tr120-b1,$44.99 ,NZXT,N/A,RC-TR120-B1,500 - 1800 RPM,17.2 - 27.5 dB,Black,159 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
ARCTIC Liquid Freezer II 360,//cdna.pcpartpicker.com/static/forever/images/product/211ec0a76765180845d9eda341ab7a7b.256p.jpg,https://pcpartpicker.com/product/2PFKHx/arctic-liquid-freezer-ii-360-563-cfm-liquid-cpu-cooler-acfre00068a,,ARCTIC,Liquid Freezer II 360,ACFRE00068A,800 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Noctua NH-U9S chromax.black,https://m.media-amazon.com/images/I/41-qe4lyyXL.jpg,https://pcpartpicker.com/product/9pfFf7/noctua-nh-u9s-chromaxblack-464-cfm-cpu-cooler-nh-u9s-chromaxblack,$69.95 ,Noctua,N/A,"NH-U9S chromax.black, NH-U9S CH.BK, NH-U9S-CH-BK",400 - 2000 RPM,16.3 - 22.8 dB,Black,125 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Asus ROG STRIX LC II ARGB,//cdna.pcpartpicker.com/static/forever/images/product/ad2d67177c35acc45be96995e6a4b370.256p.jpg,https://pcpartpicker.com/product/KV8bt6/asus-rog-strix-lc-ii-argb-8095-cfm-liquid-cpu-cooler-rog-strix-lc-ii-360-argb,$129.99 ,Asus,N/A,"ROG STRIX LC II 360 ARGB, 90RC00F1-M0AAY0",800 - 2500 RPM,37.6 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011-3 Narrow",Yes - 360 mm,No,8
Deepcool LS720,https://m.media-amazon.com/images/I/31tBU+F0zeL.jpg,https://pcpartpicker.com/product/kXwypg/deepcool-ls720-8585-cfm-liquid-cpu-cooler-r-ls720-bkamnt-g-1,$106.98 ,Deepcool,LS720,"R-LS720-BKAMNT-G-1, LS720, R-LS720-BKAMMT-G-1",500 - 2250 RPM,32.9 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Corsair iCUE H150i RGB ELITE,//cdna.pcpartpicker.com/static/forever/images/product/c62037c7acff44a3e3a21a2aa4c8edda.256p.jpg,https://pcpartpicker.com/product/dnVmP6/corsair-icue-h150i-rgb-elite-6557-cfm-liquid-cpu-cooler-cw-9060060-ww,$154.99 ,Corsair,iCUE H150i RGB ELITE,CW-9060060-WW,400 - 1850 RPM,19 - 35.8 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Noctua NH-L9A-AM5,//cdna.pcpartpicker.com/static/forever/images/product/e34aa9b26728023fbd3919e021729b44.256p.jpg,https://pcpartpicker.com/product/qwrqqs/noctua-nh-l9a-am5-3384-cfm-cpu-cooler-nh-l9a-am5,$44.95 ,Noctua,N/A,NH-L9A-AM5,600 - 2500 RPM,14.8 - 23.6 dB,Brown / Silver,37 mm,AM5,No,No,9
Cooler Master Hyper 212 (2023),//cdna.pcpartpicker.com/static/forever/images/product/3019d492bb40655131e966a12433e19c.256p.jpg,https://pcpartpicker.com/product/dF3NnQ/cooler-master-hyper-212-2023-707-cfm-cpu-cooler-rr-s4kk-25sn-r1,$29.99 ,Cooler Master,N/A,RR-S4KK-25SN-R1,690 - 2500 RPM,32.8 dB,Black,152 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master MasterLiquid ML240L ARGB V2,//cdna.pcpartpicker.com/static/forever/images/product/42a4c9d918eab492e2a1146db9291fc1.256p.jpg,https://pcpartpicker.com/product/27NxFT/cooler-master-masterliquid-ml240l-argb-v2-62-cfm-liquid-cpu-cooler-mlw-d24m-a18pa-r2,$59.99 ,Cooler Master,MasterLiquid ML240L ARGB V2,MLW-D24M-A18PA-R2,650 - 1800 RPM,8 - 27 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Corsair iCUE LINK H150i LCD,//cdna.pcpartpicker.com/static/forever/images/product/ab58f364345bbabcd7149bc7fcb72759.256p.jpg,https://pcpartpicker.com/product/4TNYcf/corsair-icue-link-h150i-lcd-631-cfm-liquid-cpu-cooler-cw-9061008-ww,$254.99 ,Corsair,iCUE LINK H150i LCD,CW-9061008-WW,480 - 2400 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
Deepcool ASSASSIN IV,//cdna.pcpartpicker.com/static/forever/images/product/48b85a3acc39adeb07b6acb12d1e10b6.256p.jpg,https://pcpartpicker.com/product/TKcgXL/deepcool-assassin-iv-791-cfm-cpu-cooler-r-asn4-bknnmt-g,$93.76 ,Deepcool,N/A,"R-ASN4-BKNNMT-G, ASSASSIN IV",500 - 1700 RPM,22.6 - 29.3 dB,Black,164 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Thermalright AXP90-X47,https://m.media-amazon.com/images/I/41vcBqu9GoS.jpg,https://pcpartpicker.com/product/7GTp99/thermalright-axp90-x47-4258-cfm-cpu-cooler-axp90-x47-black,$22.90 ,Thermalright,N/A,AXP90-X47 BLACK,2700 RPM,22.4 dB,Black,47 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
ARCTIC Liquid Freezer II 240,//cdna.pcpartpicker.com/static/forever/images/product/8836b6919f843ea0a51fe5b544efe3bf.256p.jpg,https://pcpartpicker.com/product/c4MTwP/arctic-liquid-freezer-ii-240-563-cfm-liquid-cpu-cooler-acfre00046a,$144.74 ,ARCTIC,Liquid Freezer II 240,"ACFRE00046A, ACFRE00046B",200 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Thermalright Assassin X SE,https://m.media-amazon.com/images/I/41aQSKl8SfL.jpg,https://pcpartpicker.com/product/8wZXsY/thermalright-assassin-x-se-3277-cfm-cpu-cooler-ax90se-v2,$16.89 ,Thermalright,N/A,"AX90SE V2, AX90SE V2 D6",2200 RPM,23.85 dB,Black / Silver,118 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Phantom Spirit,https://m.media-amazon.com/images/I/41pvitxOE7L.jpg,https://pcpartpicker.com/product/zkWJ7P/thermalright-phantom-spirit-6617-cfm-cpu-cooler-ps120,$37.90 ,Thermalright,N/A,PS120,1500 RPM,25.6 dB,Black / Silver,157 mm,"AM4, AM5, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
NZXT Kraken Elite 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/6f683f6bee595e3b641933df52ecff8f.256p.jpg,https://pcpartpicker.com/product/d6rqqs/nzxt-kraken-elite-240-rgb-7802-cfm-liquid-cpu-cooler-rl-kr24e-w1,$226.99 ,NZXT,Kraken Elite 240 RGB,RL-KR24E-W1,500 - 1800 RPM,17.9 - 30.6 dB,White,60 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
Noctua NH-D15S chromax.black,https://m.media-amazon.com/images/I/51wsVDm2ONL.jpg,https://pcpartpicker.com/product/R6kgXL/noctua-nh-d15s-chromaxblack-8251-cfm-cpu-cooler-nh-d15s-chromaxblack,$109.95 ,Noctua,N/A,"NH-D15S chromax.black, NH-D15S CH.BK",300 - 1500 RPM,19.2 - 24.6 dB,Black,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ARCTIC Liquid Freezer II 420,//cdna.pcpartpicker.com/static/forever/images/product/20f969835143a453f817590da81bb648.256p.jpg,https://pcpartpicker.com/product/bVMTwP/arctic-liquid-freezer-ii-420-728-cfm-liquid-cpu-cooler-acfre00092a,$171.98 ,ARCTIC,Liquid Freezer II 420,ACFRE00092A,200 - 1700 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,8
Thermalright Assassin Spirit 120 EVO,https://m.media-amazon.com/images/I/41595fJKAOL.jpg,https://pcpartpicker.com/product/zrP8TW/thermalright-assassin-spirit-120-evo-689-cfm-cpu-cooler-as120-evo,$22.90 ,Thermalright,Assassin Spirit 120 EVO,"AS120 EVO, Assassin Spirit 120 EVO",2000 RPM,28.2 dB,Black,156 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Asus ROG RYUJIN II,//cdna.pcpartpicker.com/static/forever/images/product/043bc057c32dd8030c6f5cb02b550d29.256p.jpg,https://pcpartpicker.com/product/QyxRsY/asus-rog-ryujin-ii-716-cfm-liquid-cpu-cooler-rog-ryujin-ii-360,$499.00 ,Asus,N/A,"ROG RYUJIN II 360, 90RC00B0-M0AAY1, 90RC00B0-M0AAY0",450 - 2000 RPM,29.7 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Noctua NH-L9x65 chromax.black,//cdna.pcpartpicker.com/static/forever/images/product/6082032e0eb29f8eed91a12a4f976321.256p.jpg,https://pcpartpicker.com/product/QvvD4D/noctua-nh-l9x65-chromaxblack-3384-cfm-cpu-cooler-nh-l9x65-chromaxblack,$69.90 ,Noctua,N/A,"NH-L9x65 chromax.black, NH-L9x65 ch.bk",600 - 2500 RPM,14.8 - 23.6 dB,Black,65 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
NZXT Kraken Z73,//cdna.pcpartpicker.com/static/forever/images/product/26b8fd4167a7e43f82d73cae4c26d565.256p.jpg,https://pcpartpicker.com/product/htkgXL/nzxt-kraken-z73-7311-cfm-liquid-cpu-cooler-rl-krz73-01,$408.46 ,NZXT,Kraken Z73,RL-KRZ73-01,500 - 1800 RPM,21 - 36 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ID-COOLING SE-214-XT,https://m.media-amazon.com/images/I/51bTXt-wzEL.jpg,https://pcpartpicker.com/product/YwbTwP/id-cooling-se-214-xt-682-cfm-cpu-cooler-se-214-xt-argb-white,$18.98 ,ID-COOLING,N/A,SE-214-XT ARGB WHITE,500 - 1500 RPM,13.8 - 30.5 dB,White,150 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
